Compound,A,B,Lowest distortion,v(A),v(B),r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,τ,μ,In literature
PtGdO3,Pt,Gd,cubic,element not in BV,element not in BV,0.67,0.67,0.94,2.28,1.2,2.422516721,2.28415608,-2.080285714,0.625517537,-,0.671428571,FALSE
WCuO3,W,Cu,cubic,3,3,0.66,0.63,0.54,2.36,1.9,2.106036534,2.005573846,-1.234714286,0.750845345,11.86465099,0.385714286,FALSE
InPdO3,In,Pd,cubic,not balanced,not balanced,0.92,0.8,0.75,1.78,2.2,2.392361909,2.04250519,-1.7735,0.76301755,-,0.535714286,FALSE
GeBiO3,Ge,Bi,cubic,not balanced,not balanced,0.63,0.63,0.9,2.01,2.02,2.174450466,2.215655462,-1.884857143,0.624098594,-,0.642857143,FALSE
SbDyO3,Sb,Dy,cubic,not balanced,not balanced,0.68,0.68,0.99,2.05,1.22,2.361078957,2.255580699,-2.246892857,0.615390002,-,0.707142857,FALSE
GaSbO3,Ga,Sb,cubic,1,5,0.62,0.62,0.6,1.81,2.05,2.233187797,2.075848892,-1.394214286,0.714177849,32.84717648,0.428571429,FALSE
TcHgO3,Tc,Hg,orthorhombic,element not in BV,element not in BV,0.6,0.6,1.11,1.9,2,0,2.323654714,-2.282785714,0.563431698,-,0.792857143,FALSE
InAlO3,In,Al,orthorhombic,3,3,0.92,0.8,0.54,1.78,1.61,2.392361909,1.892894405,-1.584857143,0.845612233,3.185437283,0.385714286,FALSE
SrCdO3,Sr,Cd,orthorhombic,not balanced,not balanced,1.44,1.18,0.95,0.95,1.69,2.768350558,2.286435201,-2.911964286,0.854546067,-,0.678571429,FALSE
GdVO3,Gd,V,orthorhombic,3,3,1.11,0.94,0.64,1.2,1.63,2.57181216,1.758039163,-2.015821429,0.870018638,2.636609657,0.457142857,TRUE
PrLiO3,Pr,Li,orthorhombic,not balanced,not balanced,1.18,0.92,0.76,1.13,0.98,2.645083225,2.095547886,-2.597428571,0.844599766,-,0.542857143,FALSE
ThRuO3,Th,Ru,cubic,4,2,1.21,0.94,0.68,1.3,2.2,2.582925572,2.018753288,-1.891,0.887283028,-1.590215172,0.485714286,FALSE
SmCrO3,Sm,Cr,orthorhombic,3,3,1.24,0.96,0.62,1.17,1.66,2.611965458,1.960053288,-2.052642857,0.924139556,1.914234761,0.442857143,TRUE
ReVO3,Re,V,cubic,not balanced,not balanced,0.57,0.57,0.64,1.9,1.63,2.33939643,1.758039163,-1.50675,0.682843313,-,0.457142857,FALSE
CrGeO3,Cr,Ge,cubic,2,4,0.8,0.58,0.53,1.66,2.01,2.258106575,1.899964183,-1.396642857,0.806028455,5.973579744,0.378571429,FALSE
SrThO3,Sr,Th,orthorhombic,2,4,1.44,1.18,0.94,0.95,1.3,2.768350558,2.246056043,-3.091357143,0.858197974,4.672707003,0.671428571,FALSE
GaPbO3,Ga,Pb,rhombohedral,not balanced,not balanced,0.62,0.62,0.99,1.81,2.33,2.233187797,2.362863567,-2.038392857,0.597638367,-,0.707142857,FALSE
YPrO3,Y,Pr,cubic,3,3,1.08,0.9,0.99,1.22,1.13,2.566448705,2.340791612,-2.892214286,0.733734233,30.02677767,0.707142857,FALSE
BSiO3,B,Si,cubic,2,4,0.27,0.27,0.4,2.04,1.9,1.891523329,1.783360927,-0.839928571,0.656037958,-3.934742292,0.285714286,FALSE
YbSnO3,Yb,Sn,orthorhombic,2,4,1.14,0.95,0.69,1.1,1.96,2.519261398,2.052287148,-2.026928571,0.859354653,4.610146322,0.492857143,FALSE
PaLuO3,Pa,Lu,cubic,element not in BV,element not in BV,0.95,0.91,0.86,1.5,1.27,0,2.209114963,-2.388678571,0.735265901,-,0.614285714,FALSE
AlHgO3,Al,Hg,orthorhombic,not balanced,not balanced,0.54,0.54,1.11,1.61,2,2.186788809,2.323654714,-2.366892857,0.546528747,-,0.792857143,FALSE
TmNbO3,Tm,Nb,cubic,2,4,1.09,0.96,0.68,1.25,1.6,2.411515774,1.955055241,-2.083571429,0.846488406,4.853247805,0.485714286,FALSE
BiTaO3,Bi,Ta,orthorhombic,1,5,1.38,0.9,0.64,2.02,1.5,2.514401896,1.956808277,-2.067,0.9636063,3.993763013,0.457142857,FALSE
SrNdO3,Sr,Nd,orthorhombic,not balanced,not balanced,1.44,1.18,0.98,0.95,1.14,2.768350558,2.320966993,-3.258357143,0.843774478,-,0.7,FALSE
InGaO3,In,Ga,cubic,not balanced,not balanced,0.92,0.8,0.62,1.78,1.81,2.392361909,1.974643898,-1.664857143,0.81212264,-,0.442857143,FALSE
MnSmO3,Mn,Sm,orthorhombic,not balanced,not balanced,0.96,0.62,0.96,1.55,1.17,2.472898888,2.311832729,-2.605714286,0.707106781,-,0.685714286,FALSE
YYbO3,Y,Yb,cubic,3,3,1.08,0.9,0.87,1.22,1.1,2.566448705,2.223980699,-2.661214286,0.772521946,9.832784303,0.621428571,FALSE
CrGdO3,Cr,Gd,rhombohedral,not balanced,not balanced,0.57,0.58,0.94,1.66,1.2,2.258106575,2.28415608,-2.208428571,0.595299299,-,0.671428571,FALSE
GaVO3,Ga,V,cubic,1,5,0.62,0.62,0.54,1.81,1.63,2.233187797,1.758039163,-1.378571429,0.736265824,9.903452781,0.385714286,FALSE
LaBeO3,La,Be,tetragonal,not balanced,not balanced,1.36,1.03,0.45,1.1,1.57,2.689118757,1.803349248,-1.837214286,1.054926874,-,0.321428571,FALSE
BTiO3,B,Ti,cubic,2,4,0.27,0.27,0.61,2.04,1.54,1.891523329,1.927848949,-1.237642857,0.587496679,-2.791060016,0.435714286,FALSE
NdThO3,Nd,Th,cubic,2,4,1.35,0.98,0.94,1.14,1.3,2.617633987,2.246056043,-2.958785714,0.831001559,5.424442248,0.671428571,FALSE
NaHoO3,Na,Ho,orthorhombic,not balanced,not balanced,1.39,1.02,0.9,0.93,1.23,2.759925005,2.25865608,-3.009607143,0.857751269,-,0.642857143,FALSE
NdTcO3,Nd,Tc,orthorhombic,element not in BV,element not in BV,1.27,0.98,0.6,1.14,1.9,2.617633987,0,-1.9285,0.943987553,-,0.428571429,FALSE
TbOsO3,Tb,Os,cubic,element not in BV,element not in BV,1.1,0.84,0.57,1.2,2.2,2.557065458,1.954921624,-1.643428571,0.897343631,-,0.407142857,FALSE
HfNiO3,Hf,Ni,cubic,4,2,0.83,0.71,0.69,1.3,1.91,2.358736674,2.103725488,-1.828607143,0.754472786,12.07503829,0.492857143,FALSE
SbReO3,Sb,Re,cubic,not balanced,not balanced,0.76,0.68,0.53,2.05,1.9,2.361078957,1.98797081,-1.33225,0.791373392,-,0.378571429,FALSE
ThInO3,Th,In,cubic,4,2,1.21,0.94,0.8,1.3,1.78,2.582925572,2.147680955,-2.311642857,0.838885772,0.371864885,0.571428571,FALSE
VCeO3,V,Ce,orthorhombic,2,4,0.79,0.64,0.87,1.63,1.12,2.062330776,2.268642439,-2.285821429,0.682186718,-21.21816249,0.621428571,FALSE
TbGeO3,Tb,Ge,cubic,2,4,1.1,0.84,0.53,1.2,2.01,2.557065458,1.899964183,-1.636928571,0.915941426,4.326265723,0.378571429,FALSE
SbNbO3,Sb,Nb,cubic,not balanced,not balanced,0.68,0.68,0.68,2.05,1.6,2.361078957,1.955055241,-1.619857143,0.707106781,-,0.485714286,FALSE
TeRbO3,Te,Rb,orthorhombic,not balanced,not balanced,0.77,0.77,1.52,2.1,0.82,2.393443528,2.825996661,-3.315357143,0.525486889,-,1.085714286,FALSE
FeZrO3,Fe,Zr,cubic,2,4,0.92,0.67,0.72,1.83,1.33,2.290643632,2.043777903,-1.991857143,0.773814968,8.370072419,0.514285714,FALSE
RhCsO3,Rh,Cs,orthorhombic,not balanced,not balanced,0.61,0.61,1.67,2.28,0.79,2.332748705,3.009747218,-3.320892857,0.462959163,-,1.192857143,FALSE
ScAgO3,Sc,Ag,orthorhombic,not balanced,not balanced,0.87,0.75,0.95,1.36,1.93,2.417029414,2.488353231,-2.342035714,0.683035061,-,0.678571429,FALSE
AcRuO3,Ac,Ru,orthorhombic,element not in BV,element not in BV,1.12,1.12,0.62,1.1,2.2,0,2.018753288,-1.775857143,0.882133212,-,0.442857143,FALSE
ReEuO3,Re,Eu,rhombohedral,not balanced,not balanced,0.57,0.57,1.06,1.9,1.2,2.33939643,2.354367494,-2.341285714,0.566260309,-,0.757142857,FALSE
TlRuO3,Tl,Ru,orthorhombic,1,5,1.7,1.2,0.57,1.62,2.2,2.531967494,2.018753288,-1.823642857,1.112706102,4.185459835,0.407142857,FALSE
ZnCdO3,Zn,Cd,cubic,not balanced,not balanced,0.9,0.74,0.95,1.65,1.69,2.375479066,2.286435201,-2.336964286,0.692061956,-,0.678571429,FALSE
PtScO3,Pt,Sc,cubic,element not in BV,element not in BV,0.67,0.67,0.75,2.28,1.36,2.422516721,2.074614707,-1.729857143,0.680795831,-,0.535714286,FALSE
GaKO3,Ga,K,orthorhombic,not balanced,not balanced,0.62,0.62,1.38,1.81,0.82,2.233187797,2.723507129,-3.078928571,0.513797014,-,0.985714286,FALSE
TcErO3,Tc,Er,cubic,element not in BV,element not in BV,0.6,0.6,0.89,1.9,1.24,0,2.250676638,-2.054357143,0.617560508,-,0.635714286,FALSE
TaErO3,Ta,Er,cubic,not balanced,not balanced,0.74,0.68,0.89,1.5,1.24,2.293677806,2.250676638,-2.2915,0.660789743,-,0.635714286,FALSE
ThZnO3,Th,Zn,cubic,4,2,1.21,0.94,0.74,1.3,1.65,2.582925572,2.096140752,-2.24825,0.862405934,-0.806904136,0.528571429,FALSE
RhTaO3,Rh,Ta,cubic,1,5,0.67,0.61,0.64,2.28,1.5,2.332748705,1.956808277,-1.515642857,0.71750541,24.04027457,0.457142857,FALSE
BiYbO3,Bi,Yb,cubic,3,3,1.38,0.9,0.87,2.02,1.1,2.514401896,2.223980699,-2.663357143,0.865972181,2.923851129,0.621428571,FALSE
GeNiO3,Ge,Ni,cubic,2,4,0.73,0.63,0.48,2.01,1.91,2.174450466,2.103725488,-1.23375,0.801136938,6.171539669,0.342857143,FALSE
TiRuO3,Ti,Ru,cubic,2,4,0.86,0.71,0.62,1.54,2.2,2.276501981,2.018753288,-1.563285714,0.791119468,6.736316606,0.442857143,FALSE
SmScO3,Sm,Sc,orthorhombic,not balanced,not balanced,1.24,0.96,0.75,1.17,1.36,2.611965458,2.074614707,-2.450607143,0.86826135,-,0.535714286,TRUE
CrLiO3,Cr,Li,cubic,not balanced,not balanced,0.57,0.58,0.76,1.66,0.98,2.258106575,2.095547886,-1.917642857,0.644907574,-,0.542857143,FALSE
TeTaO3,Te,Ta,cubic,1,5,0.97,0.77,0.64,2.1,1.5,2.393443528,1.956808277,-1.764642857,0.821491702,4.832337246,0.457142857,FALSE
TbCoO3,Tb,Co,orthorhombic,3,3,1.1,0.84,0.61,1.2,1.88,2.557065458,1.930310969,-1.850285714,0.879486046,2.470415093,0.435714286,TRUE
UGeO3,U,Ge,cubic,3,3,1.03,0.85,0.63,1.38,2.01,2.344466993,1.899964183,-1.763535714,0.846438167,3.199478438,0.45,FALSE
RbKO3,Rb,K,orthorhombic,not balanced,not balanced,1.72,1.52,1.38,0.82,0.82,3.112266446,2.723507129,-4.596142857,0.793587467,-,0.985714286,FALSE
TbErO3,Tb,Er,cubic,not balanced,not balanced,1.1,0.84,0.89,1.2,1.24,2.557065458,2.250676638,-2.669714286,0.771950634,-,0.635714286,FALSE
FeBeO3,Fe,Be,cubic,not balanced,not balanced,0.85,0.67,0.45,1.83,1.57,2.290643632,1.803349248,-1.379285714,0.859994734,-,0.321428571,FALSE
ZrKO3,Zr,K,orthorhombic,not balanced,not balanced,0.89,0.72,1.38,1.33,0.82,2.383420021,2.723507129,-3.568142857,0.582472852,-,0.985714286,FALSE
PdInO3,Pd,In,cubic,3,3,0.76,0.75,0.8,2.2,1.78,2.37071038,2.147680955,-1.787714286,0.694250294,-62.81281838,0.571428571,FALSE
HgNaO3,Hg,Na,cubic,not balanced,not balanced,1.14,1.11,1.02,2,0.93,2.645968153,2.425828064,-2.799642857,0.742169927,-,0.728571429,FALSE
EuPuO3,Eu,Pu,orthorhombic,element not in BV,element not in BV,1.48,1.06,0.83,1.2,1.28,2.675987786,2.226583834,-2.825428571,0.913214139,-,0.592857143,FALSE
CsBeO3,Cs,Be,cubic,not balanced,not balanced,1.88,1.67,0.45,0.79,1.57,3.300175886,1.803349248,-2.234321429,1.253681212,-,0.321428571,FALSE
EuUO3,Eu,U,cubic,2,4,1.48,1.06,0.89,1.2,1.38,2.675987786,2.0478,-2.894285714,0.889287131,4.112554496,0.635714286,FALSE
LaAuO3,La,Au,cubic,element not in BV,element not in BV,1.36,1.03,0.93,1.1,2.54,2.689118757,2.31369847,-2.356928571,0.837602882,-,0.664285714,FALSE
PuGdO3,Pu,Gd,cubic,element not in BV,element not in BV,0.96,0.83,0.94,1.28,1.2,2.478196261,2.28415608,-2.648,0.713150429,-,0.671428571,FALSE
TiWO3,Ti,W,cubic,2,4,0.86,0.71,0.66,1.54,2.36,2.276501981,1.7456,-1.590428571,0.775757925,7.9668257,0.471428571,FALSE
AuPtO3,Au,Pt,cubic,element not in BV,element not in BV,0.93,0.93,0.67,2.54,2.28,2.639131071,2.64390067,-1.423785714,0.795922126,-,0.478571429,FALSE
KScO3,K,Sc,cubic,not balanced,not balanced,1.64,1.38,0.75,0.82,1.36,3.025719299,2.074614707,-2.8415,0.9998161,-,0.535714286,FALSE
ReTiO3,Re,Ti,cubic,not balanced,not balanced,0.57,0.57,0.71,1.9,1.54,2.33939643,1.927848949,-1.649571429,0.660189744,-,0.507142857,FALSE
ScPtO3,Sc,Pt,cubic,element not in BV,element not in BV,0.87,0.75,0.67,1.36,2.28,2.417029414,2.64390067,-1.681285714,0.775426277,-,0.478571429,FALSE
MnEuO3,Mn,Eu,rhombohedral,not balanced,not balanced,0.96,0.62,1.06,1.55,1.2,2.472898888,2.354367494,-2.785785714,0.678362603,-,0.757142857,FALSE
MoTbO3,Mo,Tb,cubic,4,2,0.65,0.62,0.92,2.16,1.2,2.079035521,2.256932729,-2.070857143,0.624814182,-22.61319559,0.657142857,FALSE
BeHfO3,Be,Hf,cubic,2,4,0.45,0.45,0.71,1.57,1.3,2.178341873,2.027412322,-1.690392857,0.61997514,-4.807899939,0.507142857,FALSE
UIrO3,U,Ir,cubic,3,3,1.03,0.85,0.68,1.38,2.2,2.344466993,2.009082787,-1.791857143,0.826091095,4.002669215,0.485714286,FALSE
NaCdO3,Na,Cd,cubic,not balanced,not balanced,1.39,1.02,0.95,0.93,1.69,2.759925005,2.286435201,-2.8875,0.839501242,-,0.678571429,FALSE
TbWO3,Tb,W,cubic,1,5,1.1,0.84,0.62,1.2,2.36,2.557065458,1.7456,-1.682,0.875132155,4.352519885,0.442857143,FALSE
GaEuO3,Ga,Eu,orthorhombic,not balanced,not balanced,0.62,0.62,1.06,1.81,1.2,2.233187797,2.354367494,-2.415357143,0.580632398,-,0.757142857,FALSE
TlBO3,Tl,B,cubic,not balanced,not balanced,1.7,1.2,0.27,1.62,2.04,2.531967494,1.624661665,-1.357214286,1.312593426,-,0.192857143,FALSE
BaTeO3,Ba,Te,tetragonal,2,4,1.61,1.35,0.97,0.89,2.1,2.942998888,2.115491508,-2.845607143,0.898055448,3.994771156,0.692857143,FALSE
BLaO3,B,La,cubic,not balanced,not balanced,0.27,0.27,1.03,2.04,1.1,1.891523329,2.376509378,-2.006071429,0.485954043,-,0.735714286,FALSE
PtLuO3,Pt,Lu,cubic,element not in BV,element not in BV,0.67,0.67,0.86,2.28,1.27,2.422516721,2.209114963,-1.932107143,0.647659751,-,0.614285714,FALSE
SmAsO3,Sm,As,cubic,3,3,1.24,0.96,0.58,1.17,2.18,2.611965458,1.932227032,-1.740785714,0.942809042,1.854787655,0.414285714,FALSE
SbYO3,Sb,Y,cubic,not balanced,not balanced,0.68,0.68,0.9,2.05,1.22,2.361078957,2.235124352,-2.091642857,0.63947048,-,0.642857143,FALSE
NaTcO3,Na,Tc,cubic,element not in BV,element not in BV,1.39,1.02,0.6,0.93,1.9,2.759925005,0,-2.0395,0.98641396,-,0.428571429,FALSE
MnRuO3,Mn,Ru,orthorhombic,2,4,0.96,0.62,0.62,1.55,2.2,2.472898888,2.018753288,-1.605357143,0.826124754,5.341038905,0.442857143,FALSE
ScCrO3,Sc,Cr,cubic,1,5,0.87,0.75,0.49,1.36,1.66,2.417029414,1.960053288,-1.519071429,0.849276399,4.949893026,0.35,FALSE
MoMnO3,Mo,Mn,cubic,3,3,0.69,0.62,0.65,2.16,1.55,2.079035521,2.16999357,-1.561464286,0.720903987,46.48030622,0.464285714,FALSE
NdCsO3,Nd,Cs,-,not balanced,not balanced,1.27,0.98,1.67,1.14,0.79,2.617633987,3.009747218,-4.625464286,0.614975604,-,1.192857143,FALSE
ThSmO3,Th,Sm,cubic,4,2,1.21,0.94,1.22,1.3,1.17,2.582925572,2.311832729,-3.41225,0.7044079,-496.8661315,0.871428571,FALSE
GdCoO3,Gd,Co,-,3,3,1.11,0.94,0.61,1.2,1.88,2.57181216,1.930310969,-1.855857143,0.88300399,-,0.435714286,FALSE
NdMoO3,Nd,Mo,orthorhombic,2,4,1.35,0.98,0.65,1.14,2.16,2.617633987,1.7893,-1.949642857,0.948557877,3.837136818,0.464285714,FALSE
CoTiO3,Co,Ti,cubic,2,4,0.9,0.63,0.61,1.88,1.54,2.233562861,1.927848949,-1.7,0.809127163,5.881988663,0.435714286,FALSE
BeScO3,Be,Sc,cubic,not balanced,not balanced,0.45,0.45,0.75,1.57,1.36,2.178341873,2.074614707,-1.756607143,0.608440719,-,0.535714286,FALSE
TmYO3,Tm,Y,cubic,not balanced,not balanced,1.05,0.96,0.9,1.25,1.22,2.411515774,2.235124352,-2.642142857,0.753222441,-,0.642857143,FALSE
CdPrO3,Cd,Pr,cubic,2,4,1.31,0.95,0.85,1.69,1.13,2.568546104,2.340791612,-2.656285714,0.851670834,4.773127417,0.607142857,FALSE
TeTlO3,Te,Tl,orthorhombic,not balanced,not balanced,0.77,0.77,1.2,2.1,1.62,2.393443528,2.297683747,-2.549071429,0.590162198,-,0.857142857,FALSE
PaPdO3,Pa,Pd,cubic,element not in BV,element not in BV,0.95,0.91,0.75,1.5,2.2,0,2.04250519,-1.861785714,0.772884156,-,0.535714286,FALSE
ZnMgO3,Zn,Mg,cubic,not balanced,not balanced,0.9,0.74,0.72,1.65,1.31,2.375479066,2.046489492,-2.0295,0.767144149,-,0.514285714,FALSE
IrInO3,Ir,In,cubic,3,3,0.68,0.63,0.8,2.2,1.78,2.311294958,2.147680955,-1.740285714,0.66853732,-22.94047992,0.571428571,FALSE
SnGeO3,Sn,Ge,orthorhombic,2,4,0.81,0.69,0.53,1.96,2.01,2.342369243,1.899964183,-1.344964286,0.809692221,5.84780813,0.378571429,FALSE
TeGaO3,Te,Ga,cubic,not balanced,not balanced,0.77,0.77,0.62,2.1,1.81,2.393443528,1.974643898,-1.506678571,0.75961471,-,0.442857143,FALSE
TbCrO3,Tb,Cr,orthorhombic,3,3,1.1,0.84,0.62,1.2,1.66,2.557065458,1.960053288,-1.957,0.875132155,2.541430623,0.442857143,TRUE
CoCeO3,Co,Ce,orthorhombic,3,3,0.61,0.63,1.01,1.88,1.12,2.233562861,2.268642439,-2.309,0.58974466,-11.20710525,0.721428571,FALSE
HoMoO3,Ho,Mo,cubic,2,4,1.12,0.9,0.65,1.23,2.16,2.54631216,1.7893,-1.823607143,0.869223946,4.487388459,0.464285714,FALSE
GaCoO3,Ga,Co,cubic,not balanced,not balanced,0.62,0.62,0.63,1.81,1.88,2.233187797,1.930310969,-1.486178571,0.703623497,-,0.45,FALSE
ZnCoO3,Zn,Co,cubic,2,4,0.9,0.74,0.53,1.65,1.88,2.375479066,1.930310969,-1.491392857,0.842666112,5.055319682,0.378571429,FALSE
OsNdO3,Os,Nd,cubic,element not in BV,element not in BV,0.57,0.57,0.98,2.2,1.14,2.30010892,2.320966993,-2.106214286,0.585294268,-,0.7,FALSE
TiPaO3,Ti,Pa,cubic,element not in BV,element not in BV,0.74,0.71,0.91,1.54,1.5,2.276501981,0,-2.248214286,0.65506862,-,0.65,FALSE
CuMoO3,Cu,Mo,rhombohedral,1,5,0.77,0.68,0.61,1.9,2.16,2.301547692,1.7893,-1.436928571,0.763393888,6.714249273,0.435714286,FALSE
UCoO3,U,Co,cubic,3,3,1.03,0.85,0.61,1.38,1.88,2.344466993,1.930310969,-1.772071429,0.854860437,2.964880997,0.435714286,FALSE
CdHfO3,Cd,Hf,rhombohedral,2,4,1.31,0.95,0.71,1.69,1.3,2.568546104,2.027412322,-2.31725,0.9081798,3.996379133,0.507142857,FALSE
AgBO3,Ag,B,cubic,3,3,0.75,0.95,0.27,1.93,2.04,2.76145322,1.624661665,-0.852321429,0.910347054,4.341915139,0.192857143,FALSE
PdSbO3,Pd,Sb,cubic,2,4,0.86,0.75,0.68,2.2,2.05,2.37071038,2.075848892,-1.5635,0.768298714,8.829629905,0.485714286,FALSE
CoZrO3,Co,Zr,cubic,2,4,0.9,0.63,0.72,1.88,1.33,2.233562861,2.043777903,-1.963928571,0.767144149,9.147994739,0.514285714,FALSE
ZnNdO3,Zn,Nd,orthorhombic,not balanced,not balanced,0.9,0.74,0.98,1.65,1.14,2.375479066,2.320966993,-2.569785714,0.683338486,-,0.7,FALSE
SmKO3,Sm,K,orthorhombic,not balanced,not balanced,1.24,0.96,1.38,1.17,0.82,2.611965458,2.723507129,-3.9745,0.671497087,-,0.985714286,FALSE
LuReO3,Lu,Re,cubic,3,3,1.03,0.86,0.63,1.27,1.9,2.500929926,1.98797081,-1.82875,0.846438167,3.199478438,0.45,FALSE
DyRhO3,Dy,Rh,cubic,2,4,1.19,0.99,0.6,1.22,2.28,2.550861398,2.001424352,-1.705857143,0.915703282,4.125957037,0.428571429,TRUE
AcThO3,Ac,Th,cubic,element not in BV,element not in BV,1.12,1.12,0.94,1.1,1.3,0,2.246056043,-2.796428571,0.761499611,-,0.671428571,FALSE
TmErO3,Tm,Er,cubic,not balanced,not balanced,1.05,0.96,0.89,1.25,1.24,2.411515774,2.250676638,-2.614535714,0.756511622,-,0.635714286,FALSE
TiMnO3,Ti,Mn,cubic,2,4,0.86,0.71,0.53,1.54,1.55,2.276501981,2.16999357,-1.591285714,0.828011049,5.345872478,0.378571429,FALSE
BaWO3,Ba,W,cubic,2,4,1.61,1.35,0.66,0.89,2.36,2.942998888,1.7456,-2.032928571,1.033199714,3.592240932,0.471428571,FALSE
TlNaO3,Tl,Na,cubic,not balanced,not balanced,1.7,1.2,1.02,1.62,0.93,2.531967494,2.425828064,-3.440071429,0.905797943,-,0.728571429,FALSE
MgNaO3,Mg,Na,cubic,not balanced,not balanced,0.89,0.72,1.02,1.31,0.93,2.401380848,2.425828064,-2.826892857,0.669121706,-,0.728571429,FALSE
TeScO3,Te,Sc,cubic,not balanced,not balanced,0.77,0.77,0.75,2.1,1.36,2.393443528,2.074614707,-1.852357143,0.713684519,-,0.535714286,FALSE
GdMgO3,Gd,Mg,orthorhombic,not balanced,not balanced,1.11,0.94,0.72,1.2,1.31,2.57181216,2.046489492,-2.304964286,0.837187746,-,0.514285714,FALSE
Ta2O3,Ta,Ta,cubic,not balanced,not balanced,0.74,0.68,0.68,1.5,1.5,2.293677806,1.956808277,-1.819285714,0.727504092,-,0.485714286,FALSE
SmAgO3,Sm,Ag,orthorhombic,not balanced,not balanced,1.24,0.96,0.95,1.17,1.93,2.611965458,2.488353231,-2.606035714,0.794366767,-,0.678571429,FALSE
Na2O3,Na,Na,orthorhombic,not balanced,not balanced,1.39,1.02,1.02,0.93,0.93,2.759925005,2.425828064,-3.413535714,0.815218149,-,0.728571429,FALSE
UVO3,U,V,orthorhombic,3,3,1.03,0.85,0.64,1.38,1.63,2.344466993,1.758039163,-1.922964286,0.84228896,3.333904436,0.457142857,FALSE
CdNiO3,Cd,Ni,orthorhombic,2,4,1.31,0.95,0.48,1.69,1.91,2.568546104,2.103725488,-1.605535714,1.019286903,4.353273621,0.342857143,FALSE
TbCaO3,Tb,Ca,cubic,4,2,0.88,0.84,1,1.2,1,2.557065458,2.318139449,-2.795428571,0.671751442,-42.13584575,0.714285714,FALSE
CaNiO3,Ca,Ni,rhombohedral,2,4,1.34,1,0.48,1,1.91,2.648077507,2.103725488,-1.740214286,1.030570522,4.355126028,0.342857143,FALSE
CoCrO3,Co,Cr,cubic,3,3,0.61,0.63,0.62,1.88,1.66,2.233562861,1.960053288,-1.494928571,0.703606253,-188.2621295,0.442857143,FALSE
ErRuO3,Er,Ru,cubic,3,3,1.06,0.89,0.68,1.24,2.2,2.536253277,2.018753288,-1.839142857,0.836289751,3.593042791,0.485714286,FALSE
Cs2O3,Cs,Cs,cubic,not balanced,not balanced,1.88,1.67,1.67,0.79,0.79,3.300175886,3.009747218,-5.411535714,0.755475649,-,1.192857143,FALSE
HoEuO3,Ho,Eu,orthorhombic,not balanced,not balanced,1.12,0.9,1.06,1.23,1.2,2.54631216,2.354367494,-3.034928571,0.724353288,-,0.757142857,FALSE
SnCrO3,Sn,Cr,orthorhombic,2,4,0.81,0.69,0.55,1.96,1.66,2.342369243,1.960053288,-1.481357143,0.801387685,6.154168156,0.392857143,FALSE
LaNiO3,La,Ni,orthorhombic,3,3,1.36,1.03,0.6,1.1,1.91,2.689118757,2.103725488,-1.981714286,0.975807358,1.643139289,0.428571429,TRUE
CsTmO3,Cs,Tm,rhombohedral,not balanced,not balanced,1.88,1.67,0.96,0.79,1.25,3.300175886,2.119700811,-3.558428571,0.982758577,-,0.685714286,FALSE
CeTiO3,Ce,Ti,orthorhombic,3,3,1.34,0.94,0.67,1.12,1.54,2.577786082,1.927848949,-2.287571429,0.935977092,1.745722484,0.478571429,TRUE
MnGdO3,Mn,Gd,orthorhombic,not balanced,not balanced,0.96,0.62,0.94,1.55,1.2,2.472898888,2.28415608,-2.557357143,0.713150429,-,0.671428571,FALSE
TaCrO3,Ta,Cr,orthorhombic,1,5,0.74,0.68,0.49,1.5,1.66,2.293677806,1.960053288,-1.411928571,0.800639424,5.520510108,0.35,FALSE
BUO3,B,U,cubic,1,5,0.27,0.27,0.76,2.04,1.38,1.891523329,2.0478,-1.512357143,0.546698298,0.498821498,0.542857143,FALSE
TlIrO3,Tl,Ir,orthorhombic,1,5,1.7,1.2,0.57,1.62,2.2,2.531967494,2.009082787,-1.823642857,1.112706102,4.185459835,0.407142857,FALSE
PmKO3,Pm,K,cubic,element not in BV,element not in BV,1.14,0.97,1.38,1.13,0.82,0,2.723507129,-3.900642857,0.646061591,-,0.985714286,FALSE
TmLiO3,Tm,Li,cubic,not balanced,not balanced,1.05,0.96,0.76,1.25,0.98,2.411515774,2.095547886,-2.450642857,0.802042414,-,0.542857143,FALSE
TcBaO3,Tc,Ba,rhombohedral,element not in BV,element not in BV,0.6,0.6,1.35,1.9,0.89,0,2.64009357,-2.9475,0.514259477,-,0.964285714,FALSE
TlVO3,Tl,V,orthorhombic,3,3,0.98,1.2,0.64,1.62,1.63,2.531967494,1.758039163,-1.835785714,0.824957911,3.968814807,0.457142857,FALSE
YZrO3,Y,Zr,cubic,3,3,1.08,0.9,0.72,1.22,1.33,2.566448705,2.043777903,-2.269285714,0.827181518,4.042810025,0.514285714,FALSE
NiWO3,Ni,W,cubic,2,4,0.69,0.59,0.66,1.91,2.36,2.39068842,1.7456,-1.437642857,0.717404453,45.15892154,0.471428571,FALSE
YbCsO3,Yb,Cs,cubic,not balanced,not balanced,1.04,0.95,1.67,1.1,0.79,2.519261398,3.009747218,-4.431642857,0.562000178,-,1.192857143,FALSE
